student_id,fee_balance,financial_aid_status,financial_id,last_updated,last_payment_date,days_overdue
100149,2468.93,On Financial Aid,150,2025-11-20T14:39:33.735778,2025-10-28,0
100150,2609.19,No Financial Aid,151,2025-11-20T14:39:33.735778,2025-11-03,0
100151,4520.97,On Financial Aid,152,2025-11-20T14:39:33.735778,2025-09-04,0
100152,4342.4,No Financial Aid,153,2025-11-20T14:39:33.735778,2025-09-27,0
100153,6925.16,No Financial Aid,154,2025-11-20T14:39:33.735778,2025-09-27,0
100154,2238.02,No Financial Aid,155,2025-11-20T14:39:33.735778,2025-09-23,0
100155,5018.56,No Financial Aid,156,2025-11-20T14:39:33.735778,2025-09-24,0
100156,3235.67,On Financial Aid,157,2025-11-20T14:39:33.735778,2025-09-20,0
100157,5183.09,No Financial Aid,158,2025-11-20T14:39:33.735778,2025-09-02,0
100158,2248.02,On Financial Aid,159,2025-11-20T14:39:33.735778,2025-09-28,0
100159,2332.77,No Financial Aid,160,2025-11-20T14:39:33.735778,2025-09-15,0
100160,1996.59,No Financial Aid,161,2025-11-20T14:39:33.735778,2025-10-09,0
100161,2542.22,On Financial Aid,162,2025-11-20T14:39:33.735778,2025-11-17,0
100162,5879.95,On Financial Aid,163,2025-11-20T14:39:33.735778,2025-11-18,0
100163,2229.03,No Financial Aid,164,2025-11-20T14:39:33.735778,2025-11-12,0
100164,1660.91,No Financial Aid,165,2025-11-20T14:39:33.735778,2025-09-28,0
100165,4515.25,No Financial Aid,166,2025-11-20T14:39:33.735778,2025-10-01,0
100166,2500.49,No Financial Aid,167,2025-11-20T14:39:33.735778,2025-10-14,0
100167,4383.82,No Financial Aid,168,2025-11-20T14:39:33.735778,2025-09-29,0
100168,3086.52,On Financial Aid,169,2025-11-20T14:39:33.735778,2025-09-10,0
100169,3603.7,On Financial Aid,170,2025-11-20T14:39:33.735778,2025-11-12,0
100170,2964.28,On Financial Aid,171,2025-11-20T14:39:33.735778,2025-11-04,0
100171,1944.27,No Financial Aid,172,2025-11-20T14:39:33.735778,2025-10-24,0
100172,3038.77,On Financial Aid,173,2025-11-20T14:39:33.735778,2025-09-20,0
100173,5711.94,No Financial Aid,174,2025-11-20T14:39:33.735778,2025-10-26,0
100174,3238.34,On Financial Aid,175,2025-11-20T14:39:33.735778,2025-09-06,0
100175,1865.69,No Financial Aid,176,2025-11-20T14:39:33.735778,2025-08-28,0
100176,5933.66,On Financial Aid,177,2025-11-20T14:39:33.735778,2025-10-07,0
100177,3889.95,On Financial Aid,178,2025-11-20T14:39:33.735778,2025-09-01,0
100178,2494.68,No Financial Aid,179,2025-11-20T14:39:33.735778,2025-11-12,0
100179,1579.8,On Financial Aid,180,2025-11-20T14:39:33.735778,2024-12-17,338
100180,2660.51,No Financial Aid,181,2025-11-20T14:39:33.735778,2025-11-01,0
100181,3421.85,On Financial Aid,182,2025-11-20T14:39:33.735778,2025-11-03,0
100182,3668.89,No Financial Aid,183,2025-11-20T14:39:33.735778,2025-10-10,0
100183,4456.16,No Financial Aid,184,2025-11-20T14:39:33.735778,2025-10-30,0
100184,2800.95,No Financial Aid,185,2025-11-20T14:39:33.735778,2025-04-23,211
100185,3182.67,On Financial Aid,186,2025-11-20T14:39:33.735778,2025-11-09,0
100186,3367.77,On Financial Aid,187,2025-11-20T14:39:33.735778,2025-10-28,0
100187,2545.2,No Financial Aid,188,2025-11-20T14:39:33.735778,2025-10-18,0
100188,2918.03,No Financial Aid,189,2025-11-20T14:39:33.735778,2025-11-03,0
100189,4909.99,No Financial Aid,190,2025-11-20T14:39:33.735778,2025-09-18,0
100190,6309.95,On Financial Aid,191,2025-11-20T14:39:33.735778,2025-11-09,0
100191,1223.23,No Financial Aid,192,2025-11-20T14:39:33.735778,2024-12-29,326
100192,1880.89,On Financial Aid,193,2025-11-20T14:39:33.735778,2025-11-15,0
100193,4497.76,On Financial Aid,194,2025-11-20T14:39:33.735778,2025-10-25,0
100194,2468.9,On Financial Aid,195,2025-11-20T14:39:33.735778,2025-10-03,0
100195,2692.33,On Financial Aid,196,2025-11-20T14:39:33.735778,2025-08-29,0
100196,3169.34,No Financial Aid,197,2025-11-20T14:39:33.735778,2025-08-30,0
100197,2670.38,No Financial Aid,198,2025-11-20T14:39:33.735778,2025-02-16,277
100198,1379.15,No Financial Aid,199,2025-11-20T14:39:33.735778,2025-09-07,0
100199,2109.59,No Financial Aid,200,2025-11-20T14:39:33.735778,2025-10-09,0
100200,1940.27,No Financial Aid,201,2025-11-20T14:39:33.735778,2025-10-14,0
100201,2067.23,No Financial Aid,202,2025-11-20T14:39:33.735778,2025-11-12,0
100202,3443.22,No Financial Aid,203,2025-11-20T14:39:33.735778,2025-09-14,0
100203,2388.65,On Financial Aid,204,2025-11-20T14:39:33.735778,2025-09-27,0
100204,2074.94,No Financial Aid,205,2025-11-20T14:39:33.735778,2025-09-11,0
100205,2860.63,No Financial Aid,206,2025-11-20T14:39:33.735778,2025-10-04,0
100206,2940.47,On Financial Aid,207,2025-11-20T14:39:33.735778,2025-09-24,0
100207,3009.82,On Financial Aid,208,2025-11-20T14:39:33.735778,2025-09-13,0
100208,2855.06,No Financial Aid,209,2025-11-20T14:39:33.735778,2024-12-29,326
100209,3719.15,No Financial Aid,210,2025-11-20T14:39:33.735778,2025-11-06,0
100210,2176.18,On Financial Aid,211,2025-11-20T14:39:33.735778,2025-10-16,0
100211,3033.88,On Financial Aid,212,2025-11-20T14:39:33.735778,2025-11-05,0
100212,2193.52,On Financial Aid,213,2025-11-20T14:39:33.735778,2025-01-28,296
100213,2998.93,On Financial Aid,214,2025-11-20T14:39:33.735778,2025-09-24,0
100214,3336.97,No Financial Aid,215,2025-11-20T14:39:33.735778,2025-09-06,0
100215,4293.43,No Financial Aid,216,2025-11-20T14:39:33.735778,2025-09-13,0
100216,1549.28,On Financial Aid,217,2025-11-20T14:39:33.735778,2025-10-15,0
100217,4854.69,On Financial Aid,218,2025-11-20T14:39:33.735778,2025-09-06,0
100218,2656.24,No Financial Aid,219,2025-11-20T14:39:33.735778,2025-09-08,0
100219,2547.07,On Financial Aid,220,2025-11-20T14:39:33.735778,2025-10-13,0
100220,1665.36,No Financial Aid,221,2025-11-20T14:39:33.735778,2025-10-29,0
100221,3371.67,No Financial Aid,222,2025-11-20T14:39:33.735778,2025-09-30,0
100222,6901.39,No Financial Aid,223,2025-11-20T14:39:33.735778,2025-02-15,278
100223,3179.34,No Financial Aid,224,2025-11-20T14:39:33.735778,2025-11-17,0
100224,1977.13,On Financial Aid,225,2025-11-20T14:39:33.735778,2025-10-12,0
100225,2180.33,No Financial Aid,226,2025-11-20T14:39:33.735778,2025-11-15,0
100226,4515.05,On Financial Aid,227,2025-11-20T14:39:33.735778,2025-11-08,0
100227,2519.96,No Financial Aid,228,2025-11-20T14:39:33.735778,2025-09-17,0
100228,2195.14,No Financial Aid,229,2025-11-20T14:39:33.735778,2025-10-22,0
100229,1726.27,On Financial Aid,230,2025-11-20T14:39:33.735778,2025-08-23,0
100230,1559.72,No Financial Aid,231,2025-11-20T14:39:33.735778,2025-10-21,0
100231,2314.9,No Financial Aid,232,2025-11-20T14:39:33.735778,2025-10-24,0
100232,4873.62,On Financial Aid,233,2025-11-20T14:39:33.735778,2025-10-16,0
100233,4928.56,On Financial Aid,234,2025-11-20T14:39:33.735778,2025-11-05,0
100234,6053.88,No Financial Aid,235,2025-11-20T14:39:33.735778,2025-09-12,0
100235,2882.17,No Financial Aid,236,2025-11-20T14:39:33.735778,2025-10-29,0
100236,2822.4,No Financial Aid,237,2025-11-20T14:39:33.735778,2025-11-11,0
100237,3620.31,No Financial Aid,238,2025-11-20T14:39:33.735778,2025-10-22,0
100238,3845.97,No Financial Aid,239,2025-11-20T14:39:33.735778,2025-11-15,0
100239,3242.83,On Financial Aid,240,2025-11-20T14:39:33.735778,2025-10-29,0
100240,1363.69,No Financial Aid,241,2025-11-20T14:39:33.735778,2025-04-30,204
100241,3248.67,No Financial Aid,242,2025-11-20T14:39:33.735778,2025-11-04,0
100242,2957.85,No Financial Aid,243,2025-11-20T14:39:33.735778,2025-05-01,203
100243,1597.84,No Financial Aid,244,2025-11-20T14:39:33.735778,2024-11-22,363
100244,3387.36,On Financial Aid,245,2025-11-20T14:39:33.735778,2025-09-05,0
100245,6239.31,No Financial Aid,246,2025-11-20T14:39:33.735778,2025-10-09,0
100246,1850.36,No Financial Aid,247,2025-11-20T14:39:33.735778,2025-09-27,0
100247,3944.63,No Financial Aid,248,2025-11-20T14:39:33.735778,2025-10-16,0
100248,3500.28,On Financial Aid,249,2025-11-20T14:39:33.735778,2025-08-24,0
100249,2448.86,No Financial Aid,250,2025-11-20T14:39:33.735778,2025-09-26,0
100250,2964.67,No Financial Aid,251,2025-11-20T14:39:33.735778,2025-10-21,0
100251,2773.92,No Financial Aid,252,2025-11-20T14:39:33.735778,2025-10-08,0
100252,3013.92,No Financial Aid,253,2025-11-20T14:39:33.735778,2025-01-23,301
100253,1531.95,No Financial Aid,254,2025-11-20T14:39:33.735778,2025-09-08,0
100254,3061.53,On Financial Aid,255,2025-11-20T14:39:33.735778,2025-09-24,0
100255,2429.41,On Financial Aid,256,2025-11-20T14:39:33.735778,2025-11-01,0
100256,3613.57,No Financial Aid,257,2025-11-20T14:39:33.735778,2025-05-12,192
100257,4235.49,No Financial Aid,258,2025-11-20T14:39:33.735778,2025-09-06,0
100258,1902.87,No Financial Aid,259,2025-11-20T14:39:33.735778,2025-09-18,0
100259,1918.85,No Financial Aid,260,2025-11-20T14:39:33.735778,2025-09-19,0
100260,1114.49,On Financial Aid,261,2025-11-20T14:39:33.735778,2025-10-25,0
100261,1818.24,No Financial Aid,262,2025-11-20T14:39:33.735778,2025-03-11,254
100262,1646.27,On Financial Aid,263,2025-11-20T14:39:33.735778,2025-02-04,289
100263,1569.37,On Financial Aid,264,2025-11-20T14:39:33.735778,2025-10-23,0
100264,3594.24,No Financial Aid,265,2025-11-20T14:39:33.735778,2025-09-26,0
100265,3611.05,On Financial Aid,266,2025-11-20T14:39:33.735778,2025-10-04,0
100266,3123.54,On Financial Aid,267,2025-11-20T14:39:33.735778,2025-09-20,0
100267,1945.94,No Financial Aid,268,2025-11-20T14:39:33.735778,2025-05-21,183
100268,2131.67,No Financial Aid,269,2025-11-20T14:39:33.735778,2025-08-30,0
100269,1669.39,No Financial Aid,270,2025-11-20T14:39:33.735778,2025-10-11,0
100270,2759.64,No Financial Aid,271,2025-11-20T14:39:33.735778,2025-09-30,0
100271,5291.55,On Financial Aid,272,2025-11-20T14:39:33.735778,2025-09-21,0
100272,4244.82,No Financial Aid,273,2025-11-20T14:39:33.735778,2025-11-06,0
100273,5123.13,No Financial Aid,274,2025-11-20T14:39:33.735778,2025-02-07,286
100274,2377.45,No Financial Aid,275,2025-11-20T14:39:33.735778,2025-01-24,300
100275,6118.63,No Financial Aid,276,2025-11-20T14:39:33.735778,2025-10-16,0
100276,2379.57,No Financial Aid,277,2025-11-20T14:39:33.735778,2025-10-08,0
100277,2474.42,On Financial Aid,278,2025-11-20T14:39:33.735778,2025-11-19,0
100278,1953.13,On Financial Aid,279,2025-11-20T14:39:33.735778,2025-08-24,0
100279,1177.39,No Financial Aid,280,2025-11-20T14:39:33.735778,2025-10-19,0
100280,3674.97,On Financial Aid,281,2025-11-20T14:39:33.735778,2025-01-09,315
100281,4277.09,No Financial Aid,282,2025-11-20T14:39:33.735778,2025-10-14,0
100282,2943.11,No Financial Aid,283,2025-11-20T14:39:33.735778,2025-09-04,0
100283,4227.38,No Financial Aid,284,2025-11-20T14:39:33.735778,2025-11-02,0
100284,4853.53,On Financial Aid,285,2025-11-20T14:39:33.735778,2025-10-12,0
100285,3376.76,No Financial Aid,286,2025-11-20T14:39:33.735778,2025-10-21,0
100286,2405.59,No Financial Aid,287,2025-11-20T14:39:33.735778,2025-09-26,0
100287,4825.9,No Financial Aid,288,2025-11-20T14:39:33.735778,2025-05-06,198
100288,3204.12,No Financial Aid,289,2025-11-20T14:39:33.735778,2025-01-06,318
100289,1687.29,On Financial Aid,290,2025-11-20T14:39:33.735778,2025-11-16,0
100290,3517.11,On Financial Aid,291,2025-11-20T14:39:33.735778,2025-08-27,0
100291,2682.25,No Financial Aid,292,2025-11-20T14:39:33.735778,2025-08-28,0
100292,1948.89,No Financial Aid,293,2025-11-20T14:39:33.735778,2025-08-22,0
100293,3405.89,No Financial Aid,294,2025-11-20T14:39:33.735778,2025-10-10,0
100294,1749.73,On Financial Aid,295,2025-11-20T14:39:33.735778,2025-09-10,0
100295,6326.54,No Financial Aid,296,2025-11-20T14:39:33.735778,2025-10-18,0
100296,5058.77,No Financial Aid,297,2025-11-20T14:39:33.735778,2025-10-17,0
100297,3102.32,No Financial Aid,298,2025-11-20T14:39:33.735778,2025-09-14,0
100298,3039.61,On Financial Aid,299,2025-11-20T14:39:33.735778,2025-10-25,0
100299,4611.43,No Financial Aid,300,2025-11-20T14:39:33.735778,2025-10-15,0
100300,1758.95,On Financial Aid,301,2025-11-20T14:39:33.735778,2025-09-13,0
100301,1742.25,On Financial Aid,302,2025-11-20T14:39:33.735778,2025-05-19,185
100302,2564.89,No Financial Aid,303,2025-11-20T14:39:33.735778,2025-11-17,0
100303,3038.79,No Financial Aid,304,2025-11-20T14:39:33.735778,2025-08-26,0
100304,2910.05,On Financial Aid,305,2025-11-20T14:39:33.735778,2025-03-11,254
100305,2256.49,On Financial Aid,306,2025-11-20T14:39:33.735778,2025-09-17,0
100306,3763.96,No Financial Aid,307,2025-11-20T14:39:33.735778,2025-09-24,0
100307,3152.89,No Financial Aid,308,2025-11-20T14:39:33.735778,2025-09-01,0
100308,3416.16,On Financial Aid,309,2025-11-20T14:39:33.735778,2025-10-27,0
100309,2314.95,On Financial Aid,310,2025-11-20T14:39:33.735778,2025-03-30,235
100310,2041.96,On Financial Aid,311,2025-11-20T14:39:33.735778,2025-09-29,0
100311,1254.72,No Financial Aid,312,2025-11-20T14:39:33.735778,2025-11-01,0
100312,2653.14,No Financial Aid,313,2025-11-20T14:39:33.735778,2025-10-26,0
100313,2258.35,On Financial Aid,314,2025-11-20T14:39:33.735778,2025-10-28,0
100314,3813.09,On Financial Aid,315,2025-11-20T14:39:33.735778,2024-12-13,342
100315,3552.44,No Financial Aid,316,2025-11-20T14:39:33.735778,2025-09-22,0
100316,2347.45,No Financial Aid,317,2025-11-20T14:39:33.735778,2025-03-30,235
100317,3243.41,No Financial Aid,318,2025-11-20T14:39:33.735778,2025-10-13,0
100318,2981.34,On Financial Aid,319,2025-11-20T14:39:33.735778,2025-09-22,0
100319,5181.83,On Financial Aid,320,2025-11-20T14:39:33.735778,2025-02-20,273
100320,1608.54,No Financial Aid,321,2025-11-20T14:39:33.735778,2025-11-08,0
100321,2922.79,On Financial Aid,322,2025-11-20T14:39:33.735778,2025-10-04,0
100322,4084.72,On Financial Aid,323,2025-11-20T14:39:33.735778,2025-10-17,0
